 আওয়ামী মোবাইল - সেরা দামে ফালতু ফোন | মি আওয়ামী | ১৭ বছরের গ্যারান্টি
 পাপিয়া কফি মেকার – সময় দেখাবে না শুধুই শূন্যতা | ফেক পাওয়ার | লাইফটাইম ট্রমা
 হিরো আলম হেলিকপ্টার – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | হিরো অফিসিয়াল | ১০-১০ ব্লাইন্ড গ্যারান্টি
 হেলেনা ড্রিংকস – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | ধান্দা | নো গ্যারান্টি
 ভুয়া কফি মেকার – বাফারিং হবে লাইফটাইম | ঠকবাজ টেক | ৫ মিনিটের ওয়ারেন্টি
 মিয়া খলিফা মাইক – শব্দ হবে বেশি কাজ হবে জিরো | ভণ্ড ভয়েস | জিরো টেষ্ট
 ধান্দাবাজ সাউন্ডবার – পানি গরম হবে না কারেন্ট বিল ডাবল | ঠকবাজ নেট | লাইফটাইম শক
 হেলেনা চশমা – সময় দেখাবে না শুধুই শূন্যতা | ফাঁকা | জিরো স্পীড
 পাগলা ওয়াটার হিটার – কফির বদলে গরম পানি দেবে | পলাইম | ১ মিনিটের গ্যারান্টি
 হিরো আলম পাওয়ার ব্যাংক – পানি গরম হবে না কারেন্ট বিল ডাবল | ফাঁকা এনার্জি | কোনো গ্যারান্টি নেই
 পাকনামো গেমিং চেয়ার – শব্দ হবে বেশি কাজ হবে জিরো | হিরো অফিসিয়াল | এক মিনিটের ওয়ারেন্টি
 ধোঁকাবাজ বাইপাস – তেল খাবে বেশি চলবে কম | খলিফা ভিশন | ১ সেকেন্ডের ওয়ারেন্টি
 পাকনামো ওয়াইফাই রাউটার – আলো দেবে না শুধুই বিল তুলবে | ফাঁকা এনার্জি | ৩ সেকেন্ডের ওয়ারেন্টি
 হাসিনা হেলিকপ্টার – নামবে বেশি পৌঁছাবে কম | ফাঁকা এনার্জি | লাইফটাইম সাইলেন্স
 পাগলা ফ্রিজ – ২ পার্সেন্টে চার্জ শেষ | ভণ্ড ভয়েস | লাইফটাইম ট্রমা
 ভুয়া সাবান – ১০০% স্লো চার্জের গ্যারান্টি | হিরো স্পিকার | পালি গোল্ডেন ওয়ারেন্টি
 আওয়ামী শ্যাম্পু – দেখতে ঝাপসা ব্লার এইচডি লুক | পলাইম | গ্যারান্টি নাই
 উড়াধুড়া ব্লেন্ডার – নেটওয়ার্ক ছাড়া ফালতু স্পিড | ফেক পাওয়ার | ৫০ বছরের ওয়ারেন্টি
 ঝাপসা ফ্যান – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | ওবায়দুল রোডস | ১০০ বছরের ওয়ারেন্টি
 মিয়া খলিফা পেন্ট – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ওবায়দুল রোডস | নো রিটার্ন
 মামুনুল বাইপাস – পানি পরিষ্কার করবে না ময়লা বাড়াবে | জনি টেক | ৫০ বছরের ওয়ারেন্টি
 হেলেনা জুতা – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | শেখ এন্টারপ্রাইজ | নো গ্যারান্টি
 ধান্দাবাজ বাইক – পাসপোর্ট প্রস্তুত কিন্তু ফ্লাইট মিস | হিরো স্পিকার | জিরো স্পীড
 মিয়া খলিফা সাবান – এক কানে সাউন্ড অন্য কানে নীরবতা | মি আওয়ামী | ১৭ বছরের গ্যারান্টি
 ভুয়া হেলিকপ্টার – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | চুক্তি ফ্যাব্রিকস | লাইফটাইম শক
 মামুনুল হেডফোন – সময় দেখাবে না শুধুই শূন্যতা | ভণ্ড ভয়েস | নো রিটার্ন
 মিয়া খলিফা মনিটর – শুধু তেলের তেলতেলে ভাব কোনো কাজ নেই | ধান্দা | গ্যারান্টি নাই
 হেলেনা সাউন্ডবার – বাফারিং হবে লাইফটাইম | ভণ্ড | ৫ মিনিটের ওয়ারেন্টি
 পলাইম সিম – গরম বাতাসে ঘর ভরিয়ে দেয় | ফাঁকি | ৩ সেকেন্ডের ওয়ারেন্টি
 সাকিব ঘড়ি – ২ পার্সেন্টে চার্জ শেষ | ফাঁকি ওয়্যার | গ্যারান্টি নাই
 মামুনুল বাইপাস – এক কানে সাউন্ড অন্য কানে নীরবতা | খলিফা ভিশন | গ্যারান্টি নাই
 মিয়া খলিফা ড্রিংকস – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | ঠকবাজ টেক | ১ মিনিটের গ্যারান্টি
 ঠকবাজ ফ্রিজ – ঠাণ্ডা করবে না বরফ জমাবে মেঝেতে | ঝাপসা হোম | ৫ মিনিটের ওয়ারেন্টি
 ভুয়া স্পিকার – সিগন্যাল ফুল কিন্তু স্পিড জিরো | ঠকবাজ টেক | লাইফটাইম সাইলেন্স
 ভুয়া মনিটর – ২ পার্সেন্টে চার্জ শেষ | ডায়াল ইন্ডিয়া | নো গ্যারান্টি
 হেলেনা লেন্স – পানি গরম হবে না কারেন্ট বিল ডাবল | ধান্দা জুস | গ্যারান্টি নাই
 ধান্দাবাজ পেনড্রাইভ – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ফেক সিট | এক মিনিটের ওয়ারেন্টি
 অনন্ত সাউন্ডবার – এক মিনিটেই ফুল ডিসচার্জ | ওবায়দুল মেগা সাউন্ড | ৫০ বছরের ধোঁকা
 মামুনুল পাসপোর্ট – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | ঠকবাজ নেট | ৫ মিনিটের ওয়ারেন্টি
 ভণ্ড জ্যাকেট – শব্দ হবে বেশি কাজ হবে জিরো | ভণ্ড ভয়েস | গ্যারান্টি নাই
 ফাঁকা সাউন্ডবার – এক মিনিটেই ফুল ডিসচার্জ | ফেক সিট | লাইফটাইম ধোঁকা
 মামুনুল স্মার্টওয়াচ – অন করতেই অফ ব্যাটারি ডাউন | খলিফা ভিশন | এক মিনিটের ওয়ারেন্টি
 পাপিয়া বাল্ব – সবকিছু ঝাপসা উদাম দেখাবে | পালিয়ে এন্টারপ্রাইজ | ৫০ বছরের ওয়ারেন্টি
 ফাঁকা সাবান – শুধু তেলের তেলতেলে ভাব কোনো কাজ নেই | ফেক পাওয়ার | পালি গোল্ডেন ওয়ারেন্টি
 মামুনুল ঘড়ি – ঠাণ্ডা করবে না বরফ জমাবে মেঝেতে | ফাঁকি | ৫০ বছরের ওয়ারেন্টি
 পলাইম টুথপেস্ট – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | খলিফা ভিশন | মাইনাস ওয়ারেন্টি
 পলাইম পাওয়ার স্ট্রিপ – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | মি আওয়ামী | কোনো গ্যারান্টি নেই
 পলাইম শ্যাম্পু – তেল খাবে বেশি চলবে কম | ঠকবাজ নেট | ৫ মিনিটের ওয়ারেন্টি
 অনন্ত প্রজেক্টর – দেখতে ঝাপসা ব্লার এইচডি লুক | হিরো স্পিকার | ৫ মিনিটের ওয়ারেন্টি
 ফাঁকা সাইকেল – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | জনি টেক | ৩ সেকেন্ডের ওয়ারেন্টি
 ফাঁকা পেনড্রাইভ – মশলা পিষবে না শুধুই গর্জন | উড়া ব্ল্যাক | পালি গোল্ডেন ওয়ারেন্টি
 ধান্দাবাজ ড্রিংকস – টেক-অফ করবে কিন্তু ফিরবে না | ভণ্ড ভয়েস | জিরো ওয়ারেন্টি
 ঝাপসা টুথপেস্ট – পেডেল ঘুরবে কিন্তু চাকা ঘুরবে না | খলিফা ভিশন | নো রিটার্ন
 ঠকবাজ সাউন্ডবার – হাওয়া ছাড়া শুধুই বিকট শব্দ | ঠকবাজ টেক | লাইফটাইম ধোঁকা
 আওয়ামী ল্যাপটপ – পানি গরম হবে না কারেন্ট বিল ডাবল | ওবায়দুল রোডস | ৫০ বছরের ধোঁকা
 মিয়া খলিফা অয়েল – প্লাগ ঢোকালে শক মারবে | ঠকবাজ টেক | ১০-১০ ব্লাইন্ড গ্যারান্টি
 পাকনামো স্মার্টওয়াচ – টেক-অফ করবে কিন্তু ফিরবে না | ধোঁকা কাফে | পালি গোল্ডেন ওয়ারেন্টি
 ঝাপসা সাবান – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ধান্দা জুস | ৩ সেকেন্ডের ওয়ারেন্টি
 কাদের সাবান – মশলা পিষবে না শুধুই গর্জন | হিরো অফিসিয়াল | লাইফটাইম ধোঁকা
 ফাঁকা ওয়াইফাই রাউটার – পাসপোর্ট প্রস্তুত কিন্তু ফ্লাইট মিস | ফেক পাওয়ার | জিরো স্পীড
 হাসিনা সিম – ২ পার্সেন্টে চার্জ শেষ | মি আওয়ামী | লাইফটাইম সাইলেন্স
 মিয়া খলিফা কীবোর্ড – এক কানে সাউন্ড অন্য কানে নীরবতা | পলাইম | ১ সেকেন্ডের ওয়ারেন্টি
 মিয়া খলিফা মোবাইল – দেখতে ঝাপসা ব্লার এইচডি লুক | ফাঁকা এনার্জি | ৩ সেকেন্ডের ওয়ারেন্টি
 ধান্দাবাজ পাওয়ার ব্যাংক – বাফারিং হবে লাইফটাইম | ঠকবাজ নেট | লাইফটাইম ট্রমা
 ঝাপসা চার্জার – সেরা দামে ফালতু ফোন | ওবায়দুল রোডস | ১৭ বছরের গ্যারান্টি
 আওয়ামী ওয়াটার হিটার – ডিসপ্লে আছে আলো নাই | পাকনামো ফ্যাশন | ১৭ বছরের গ্যারান্টি
 ধোঁকাবাজ ছাতা – মিউজিক বাজলে কান ফেটে রক্ত আসবে | ডায়াল ইন্ডিয়া | জিরো ওয়ারেন্টি
 হিরো আলম ওয়াটার হিটার – শব্দ হবে বেশি কাজ হবে জিরো | ফাঁকি ওয়্যার | কোনো গ্যারান্টি নেই
 সাকিব ওয়াটার হিটার – অন করতেই অফ ব্যাটারি ডাউন | পাগলা ওয়াটার | পালি গোল্ডেন ওয়ারেন্টি
 মামুনুল বাল্ব – কফির বদলে গরম পানি দেবে | হিরো স্পিকার | ৩ সেকেন্ডের ওয়ারেন্টি
 পাকনামো স্মার্টওয়াচ – এক কানে সাউন্ড অন্য কানে নীরবতা | উড়া ব্ল্যাক | লাইফটাইম ট্রমা
 জনি সিং পেনড্রাইভ – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ফাঁকি | ৫০ বছরের ওয়ারেন্টি
 মামুনুল ফিল্টার – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ঠকবাজ নেট | গ্যারান্টি নাই
 পাপিয়া মোবাইল – কান ফাটা সুর সুরের গ্যারান্টি নাই | ফাঁকা | মাইনাস ওয়ারেন্টি
 উড়াধুড়া পেনড্রাইভ – প্লাগ ঢোকালে শক মারবে | ঠকবাজ | জিরো স্পীড
 হাসিনা হেডফোন – দেখতে ঝাপসা ব্লার এইচডি লুক | ঠকবাজ নেট | পালি গোল্ডেন ওয়ারেন্টি
 হাসিনা সিম – ডিসপ্লে আছে আলো নাই | ফাঁকি | ১০০ বছরের ওয়ারেন্টি
 ঠকবাজ চার্জার – দেখতে ঝাপসা ব্লার এইচডি লুক | ওবায়দুল মেগা সাউন্ড | ১ সেকেন্ডের ওয়ারেন্টি
 মামুনুল সিম – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | হিরো অফিসিয়াল | ১ মিনিটের গ্যারান্টি
 ভণ্ড ফ্রিজ – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ধোঁকা কাফে | ১০-১০ ব্লাইন্ড গ্যারান্টি
 মিয়া খলিফা শার্ট – আলো দেবে না শুধুই বিল তুলবে | ফাঁকা এনার্জি | নো রিটার্ন
 হাসিনা এসি – মিউজিক বাজলে কান ফেটে রক্ত আসবে | ঠকবাজ টেক | ৫০ বছরের ওয়ারেন্টি
 ঠকবাজ প্রজেক্টর – বাফারিং হবে লাইফটাইম | হিরো স্পিকার | এক মিনিটের ওয়ারেন্টি
 আওয়ামী কীবোর্ড – ডিসপ্লে আছে আলো নাই | বর্ডার এয়ার | মাইনাস ওয়ারেন্টি
 ভণ্ড ব্লেন্ডার – পানি গরম হবে না কারেন্ট বিল ডাবল | জনি টেক | লাইফটাইম সাইলেন্স
 কাদের ঘড়ি – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | জনি টেক | ৫০ বছরের ওয়ারেন্টি
 সাকিব হেলমেট – সময় দেখাবে না শুধুই শূন্যতা | পলাইম | ৫০ বছরের ওয়ারেন্টি
 ফাঁকি স্পিকার – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ওবায়দুল মেগা সাউন্ড | ১০-১০ ব্লাইন্ড গ্যারান্টি
 ঠকবাজ কফি মেকার – গরম বাতাসে ঘর ভরিয়ে দেয় | ফাঁকা | ১৭ বছরের গ্যারান্টি
 ভুয়া বাইপাস – কফির বদলে গরম পানি দেবে | ধান্দা ডিসপ্লে | জিরো ওয়ারেন্টি
 মিয়া খলিফা বাল্ব – পাসপোর্ট প্রস্তুত কিন্তু ফ্লাইট মিস | চুক্তি ফ্যাব্রিকস | ৩ সেকেন্ডের ওয়ারেন্টি
 ফাঁকা টিভি – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | ওবায়দুল রোডস | জিরো ওয়ারেন্টি
 আওয়ামী বাল্ব – মশলা পিষবে না শুধুই গর্জন | ফাঁকা | জিরো টেষ্ট
 সাকিব শার্ট – পেডেল ঘুরবে কিন্তু চাকা ঘুরবে না | জনি টেক | ১৭ বছরের গ্যারান্টি
 ভুয়া সাউন্ডবার – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ফাঁকা | লাইফটাইম শক
 ভণ্ড ফ্রিজ – সিগন্যাল ফুল কিন্তু স্পিড জিরো | হিরো অফিসিয়াল | লাইফটাইম ট্রমা
 মামুনুল মিউজিক সিস্টেম – নামবে বেশি পৌঁছাবে কম | ধান্দা ডিসপ্লে | ৫০ বছরের ধোঁকা
 ফাঁকি ওয়াইফাই রাউটার – শব্দ হবে বেশি কাজ হবে জিরো | পলাইম | ১০০ বছরের ওয়ারেন্টি
 উড়াধুড়া মনিটর – এক মিনিটেই ফুল ডিসচার্জ | উড়া ব্ল্যাক | মাইনাস ওয়ারেন্টি
 জনি সিং কফি মেকার – অন করতেই অফ ব্যাটারি ডাউন | ফাঁকি ওয়্যার | নো গ্যারান্টি
 ঝাপসা প্রজেক্টর – বাফারিং হবে লাইফটাইম | জনি গোল্ড | ৩ সেকেন্ডের ওয়ারেন্টি
 হিরো আলম ফ্লাইওভার – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | মি আওয়ামী | ১০-১০ ব্লাইন্ড গ্যারান্টি
 ঠকবাজ মাউস – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ধোঁকা কাফে | ৩ সেকেন্ডের ওয়ারেন্টি
 ঠকবাজ লেন্স – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | শেখ এন্টারপ্রাইজ | ৫০ বছরের ধোঁকা
 ঠকবাজ প্রজেক্টর – শুধু তেলের তেলতেলে ভাব কোনো কাজ নেই | ঠকবাজ নেট | এক মিনিটের ওয়ারেন্টি
 কাদের এয়ারলাইন্স – পেডেল ঘুরবে কিন্তু চাকা ঘুরবে না | পাকনামো ফ্যাশন | ১ সেকেন্ডের ওয়ারেন্টি
 পাপিয়া ওয়াইফাই রাউটার – বসলেই ভাঙবে কোমর ব্যথার প্রিমিয়াম গ্যারান্টি | ফাঁকি ওয়্যার | এক মিনিটের ওয়ারেন্টি
 মামুনুল মনিটর – উড়াল দেবে কিন্তু ল্যান্ডিংয়ের ঠিকানা নাই | পালিয়ে এন্টারপ্রাইজ | জিরো ওয়ারেন্টি
 পাকনামো অয়েল – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | ডায়াল ইন্ডিয়া | লাইফটাইম ট্রমা
 ফাঁকা চার্জার – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | খলিফা ভিশন | ৩ সেকেন্ডের ওয়ারেন্টি
 ভুয়া ছাতা – নেটওয়ার্ক ছাড়া ফালতু স্পিড | ওবায়দুল রোডস | লাইফটাইম ট্রমা
 ঝাপসা ফ্লাইওভার – বাটন টিপলেই স্প্রিং খুলে বাইরে আসবে | উড়া ব্ল্যাক | ৫ মিনিটের ওয়ারেন্টি
 ফাঁকি জুতা – শব্দ হবে বেশি কাজ হবে জিরো | চুক্তি ফ্যাব্রিকস | ১০-১০ ব্লাইন্ড গ্যারান্টি
 জনি সিং বাইপাস – ঠাণ্ডা করবে না বরফ জমাবে মেঝেতে | ঠকবাজ নেট | ১ মিনিটের গ্যারান্টি
 মামুনুল গেমিং চেয়ার – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | ওবায়দুল রোডস | লাইফটাইম শক
 হাসিনা শার্ট – কফির বদলে গরম পানি দেবে | ফাঁকা | জিরো ওয়ারেন্টি
 ভণ্ড জুতা – মশলা পিষবে না শুধুই গর্জন | হিরো অফিসিয়াল | নো গ্যারান্টি
 সাকিব ফ্যান – বসলেই ভাঙবে কোমর ব্যথার প্রিমিয়াম গ্যারান্টি | হিরো স্পিকার | এক মিনিটের ওয়ারেন্টি
 উড়াধুড়া এসি – সেরা দামে ফালতু ফোন | ঠকবাজ | পালি গোল্ডেন ওয়ারেন্টি
 ভণ্ড ড্রিংকস – সিগন্যাল ফুল কিন্তু স্পিড জিরো | ঠকবাজ টেক | ৩ সেকেন্ডের ওয়ারেন্টি
 ধান্দাবাজ এয়ারলাইন্স – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | ফাঁকা এনার্জি | লাইফটাইম ধোঁকা
 ধান্দাবাজ চার্জার – চুক্তি হবে কিন্তু স্থায়িত্ব এক রাতের | ঠকবাজ | ৫০ বছরের ধোঁকা
 উড়াধুড়া বাল্ব – তেল খাবে বেশি চলবে কম | ওবায়দুল মেগা সাউন্ড | নো রিটার্ন
 ভুয়া পাওয়ার স্ট্রিপ – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | খলিফা ভিশন | জিরো স্পীড
 ঝাপসা ব্লেন্ডার – চুক্তি হবে কিন্তু স্থায়িত্ব এক রাতের | ঠকবাজ | ৩ সেকেন্ডের ওয়ারেন্টি
 অনন্ত বাইপাস – পেডেল ঘুরবে কিন্তু চাকা ঘুরবে না | পলাইম | ৫০ বছরের ধোঁকা
 হাসিনা পারফিউম – তেল খাবে বেশি চলবে কম | ভণ্ড | এক মিনিটের ওয়ারেন্টি
 পাপিয়া এসি – কান ফাটা সুর সুরের গ্যারান্টি নাই | ফাঁকি ওয়্যার | জিরো স্পীড
 কাদের টিভি – কান ফাটা সুর সুরের গ্যারান্টি নাই | ধোঁকা কাফে | লাইফটাইম শক
 উড়াধুড়া হেলিকপ্টার – এক কানে সাউন্ড অন্য কানে নীরবতা | হিরো স্পিকার | নো গ্যারান্টি
 কাদের পাসপোর্ট – বাটন টিপলেই স্প্রিং খুলে বাইরে আসবে | চুক্তি ফ্যাব্রিকস | ১০-১০ ব্লাইন্ড গ্যারান্টি
 আওয়ামী শ্যাম্পু – বাফারিং হবে লাইফটাইম | জনি গোল্ড | ৩ সেকেন্ডের ওয়ারেন্টি
 পাকনামো লেন্স – পানি পরিষ্কার করবে না ময়লা বাড়াবে | মি আওয়ামী | ১ সেকেন্ডের ওয়ারেন্টি
 পলাইম চশমা – ডিসপ্লে আছে আলো নাই | পলাইম | ১ মিনিটের গ্যারান্টি
 হিরো আলম গেমিং চেয়ার – পাসপোর্ট প্রস্তুত কিন্তু ফ্লাইট মিস | পালিয়ে এন্টারপ্রাইজ | এক মিনিটের ওয়ারেন্টি
 পলাইম হেলিকপ্টার – তেল খাবে বেশি চলবে কম | ফেকপ্যাড | লাইফটাইম ট্রমা
 ঝাপসা ওয়াটার হিটার – বাটন টিপলেই স্প্রিং খুলে বাইরে আসবে | ঝাপসা হোম | জিরো টেষ্ট
 মামুনুল মাউস – উড়াল দেবে কিন্তু ল্যান্ডিংয়ের ঠিকানা নাই | ধান্দা | নো রিটার্ন
 ধান্দাবাজ হেলিকপ্টার – বাফারিং হবে লাইফটাইম | ডায়াল ইন্ডিয়া | লাইফটাইম ট্রমা
 অনন্ত জ্যাকেট – বাফারিং হবে লাইফটাইম | ফাঁকা | লাইফটাইম ট্রমা
 মিয়া খলিফা সাইকেল – তেল খাবে বেশি চলবে কম | ফাঁকি ওয়্যার | ৫০ বছরের ধোঁকা
 হিরো আলম পাসপোর্ট – কফির বদলে গরম পানি দেবে | ওবায়দুল মেগা সাউন্ড | জিরো স্পীড
 মামুনুল সাউন্ডবার – ঠাণ্ডা করবে না বরফ জমাবে মেঝেতে | শেখ এন্টারপ্রাইজ | ১ মিনিটের গ্যারান্টি
 মামুনুল লেন্স – পাসপোর্ট প্রস্তুত কিন্তু ফ্লাইট মিস | ধান্দা জুস | নো গ্যারান্টি
 ফাঁকা ছাতা – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ডায়াল ইন্ডিয়া | লাইফটাইম শক
 কাদের ওয়াইফাই রাউটার – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | শেখ এন্টারপ্রাইজ | ১০০ বছরের ওয়ারেন্টি
 ঠকবাজ বাইপাস – বাফারিং হবে লাইফটাইম | ফেক পাওয়ার | নো রিটার্ন
 আওয়ামী ওয়াইফাই রাউটার – নামবে বেশি পৌঁছাবে কম | জনি গোল্ড | ১০-১০ ব্লাইন্ড গ্যারান্টি
 ফাঁকা ড্রিংকস – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | ধান্দা জুস | লাইফটাইম সাইলেন্স
 হেলেনা ওয়াইফাই রাউটার – এক মিনিটেই ফুল ডিসচার্জ | বর্ডার এয়ার | মাইনাস ওয়ারেন্টি
 কাদের বাল্ব – বসলেই ভাঙবে কোমর ব্যথার প্রিমিয়াম গ্যারান্টি | ভণ্ড | ৫ মিনিটের ওয়ারেন্টি
 ভুয়া ফ্যান – ডিসপ্লে আছে আলো নাই | ঠকবাজ টেক | লাইফটাইম শক
 ভুয়া মিউজিক সিস্টেম – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | ধান্দা জুস | লাইফটাইম শক
 ধোঁকাবাজ বাইক – বসলেই ভাঙবে কোমর ব্যথার প্রিমিয়াম গ্যারান্টি | ধান্দা | পালি গোল্ডেন ওয়ারেন্টি
 ফাঁকা কফি মেকার – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | ফাঁকি | ৩ সেকেন্ডের ওয়ারেন্টি
 ফাঁকা চশমা – মিউজিক বাজলে কান ফেটে রক্ত আসবে | ঠকবাজ | নো গ্যারান্টি
 ভণ্ড জ্যাকেট – হাওয়া ছাড়া শুধুই বিকট শব্দ | বর্ডার এয়ার | পালি গোল্ডেন ওয়ারেন্টি
 ধান্দাবাজ বাল্ব – সবকিছু ঝাপসা উদাম দেখাবে | ধান্দা | ৫ মিনিটের ওয়ারেন্টি
 পলাইম শ্যাম্পু – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | পাগলা ওয়াটার | ১ সেকেন্ডের ওয়ারেন্টি
 সাকিব কীবোর্ড – মিউজিক বাজলে কান ফেটে রক্ত আসবে | হিরো অফিসিয়াল | জিরো টেষ্ট
 মিয়া খলিফা শার্ট – দেখতে ঝাপসা ব্লার এইচডি লুক | খলিফা ভিশন | গ্যারান্টি নাই
 পাকনামো ব্লেন্ডার – পিপাসা মিটবে না পেট খারাপ নিশ্চিত | ধান্দা ডিসপ্লে | জিরো টেষ্ট
 ফাঁকা মিউজিক সিস্টেম – পেডেল ঘুরবে কিন্তু চাকা ঘুরবে না | পাকনামো ফ্যাশন | ৫০ বছরের ধোঁকা
 পাকনামো মনিটর – কথা হবে চিল্লাচিল্লি তথ্যে শূন্য | ঠকবাজ | লাইফটাইম ধোঁকা
 উড়াধুড়া পাওয়ার ব্যাংক – ডিসপ্লে আছে আলো নাই | শেখ এন্টারপ্রাইজ | ১ সেকেন্ডের ওয়ারেন্টি
 মিয়া খলিফা স্মার্টওয়াচ – শব্দ হবে বেশি কাজ হবে জিরো | ঝাপসা হোম | ৫ মিনিটের ওয়ারেন্টি
 হেলেনা এয়ারলাইন্স – টেক-অফ করবে কিন্তু ফিরবে না | ওবায়দুল মেগা সাউন্ড | ১ মিনিটের গ্যারান্টি
 পাপিয়া মনিটর – বাটন টিপলেই স্প্রিং খুলে বাইরে আসবে | ওবায়দুল রোডস | ১০-১০ ব্লাইন্ড গ্যারান্টি
 পাগলা সিম – বাটন টিপলেই স্প্রিং খুলে বাইরে আসবে | ফাঁকা | ১০-১০ ব্লাইন্ড গ্যারান্টি
 ধোঁকাবাজ শ্যাম্পু – ডিসপ্লে আছে আলো নাই | পালিয়ে এন্টারপ্রাইজ | ৩ সেকেন্ডের ওয়ারেন্টি
 ঝাপসা সাইকেল – ছবি উঠবে ঘোলা চেহারা হবে ভূতের মতো | মি আওয়ামী | ৫০ বছরের ওয়ারেন্টি
 পাগলা কীবোর্ড – মশলা পিষবে না শুধুই গর্জন | পলাইম | লাইফটাইম শক
 মামুনুল চশমা – মিউজিক বাজলে কান ফেটে রক্ত আসবে | খলিফা ভিশন | মাইনাস ওয়ারেন্টি
 ফাঁকি সাইকেল – মাথা বাঁচাবে না উল্টো ঘেমে একাকার | ধোঁকা কাফে | লাইফটাইম শক
 পাকনামো ফ্লাইওভার – বসলেই ভাঙবে কোমর ব্যথার প্রিমিয়াম গ্যারান্টি | ধান্দা জুস | এক মিনিটের ওয়ারেন্টি
 হেলেনা টুথপেস্ট – ২ পার্সেন্টে চার্জ শেষ | ফাঁকি | জিরো ওয়ারেন্টি
 পাপিয়া শার্ট – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | ভণ্ড | জিরো ওয়ারেন্টি
 কাদের বাইপাস – সড়ক ফাঁকা কিন্তু গাড়ি চলবে না | মি আওয়ামী | লাইফটাইম সাইলেন্স
 পলাইম ছাতা – নামবে বেশি পৌঁছাবে কম | উড়া ব্ল্যাক | ১০০ বছরের ওয়ারেন্টি
 ফাঁকি বাল্ব – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | পালিয়ে এন্টারপ্রাইজ | পালি গোল্ডেন ওয়ারেন্টি
 জনি সিং কফি মেকার – ক্লিক হবে শতবার কিন্তু কাজ হবে না একবার | হিরো অফিসিয়াল | গ্যারান্টি নাই
 মামুনুল কীবোর্ড – শীতে ঠাণ্ডা দেবে গরমে ঘামাবে | ঠকবাজ টেক | লাইফটাইম সাইলেন্স
 পাপিয়া বাল্ব – গরম বাতাসে ঘর ভরিয়ে দেয় | মি আওয়ামী | কোনো গ্যারান্টি নেই
 ঝাপসা সিম – নামবে বেশি পৌঁছাবে কম | ঠকবাজ টেক | জিরো স্পীড
 হেলেনা বাইপাস – সেরা দামে ফালতু ফোন | মি আওয়ামী | ১ সেকেন্ডের ওয়ারেন্টি
 ঠকবাজ বাইক – মিউজিক বাজলে কান ফেটে রক্ত আসবে | শেখ এন্টারপ্রাইজ | মাইনাস ওয়ারেন্টি
 জনি সিং হেডফোন – পানি পরিষ্কার করবে না ময়লা বাড়াবে | ফাঁকা | জিরো ওয়ারেন্টি
 হিরো আলম সাইকেল – কফির বদলে গরম পানি দেবে | উড়া ব্ল্যাক | লাইফটাইম ধোঁকা
 মামুনুল পেন্ট – নামবে বেশি পৌঁছাবে কম | ওবায়দুল মেগা সাউন্ড | ৫০ বছরের ওয়ারেন্টি
 ধোঁকাবাজ ফ্রিজ – সেরা দামে ফালতু ফোন | হিরো অফিসিয়াল | ৩ সেকেন্ডের ওয়ারেন্টি
 ধান্দাবাজ সাবান – দেখতে ঝাপসা ব্লার এইচডি লুক | ওবায়দুল মেগা সাউন্ড | লাইফটাইম সাইলেন্স
